CountyName,CountyID,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Calhoun County,geoId/45017,9219.0,53062.25,35034.0,55287.25,34639.0,30819.5,31094.0,29778.0,27210.25,27430.0,28258.25,47791.75
Calhoun County,geoId/48057,9219.0,53062.25,35034.0,55287.25,34639.0,30819.5,31094.0,29778.0,27210.25,27430.0,28258.25,47791.75
Calhoun County,geoId/54013,9219.0,53062.25,35034.0,55287.25,34639.0,30819.5,31094.0,29778.0,27210.25,27430.0,28258.25,47791.75
Chambers County,geoId/01017,1851.95,5630.3,6724.8,5064.85,68044.75,9009.5,7735.0,8440.75,13602.5,20580.5,17999.5,15016.75
Chambers County,geoId/48071,1851.95,5630.3,6724.8,5064.85,68044.75,9009.5,7735.0,8440.75,13602.5,20580.5,17999.5,15016.75
Chilton County,geoId/01021,50.0,25687.25,3956.75,27146.25,4245.0,3695.75,19410.0,46559.0,5029.75,4932.25,9391.0,3453.25
Choctaw County,geoId/01023,7961.0,8199.75,7351.25,9930.75,8154.0,8057.5,6704.25,8328.5,5699.75,1946.0,735.75,2984.75
Choctaw County,geoId/28019,7961.0,8199.75,7351.25,9930.75,8154.0,8057.5,6704.25,8328.5,5699.75,1946.0,735.75,2984.75
Choctaw County,geoId/40023,7961.0,8199.75,7351.25,9930.75,8154.0,8057.5,6704.25,8328.5,5699.75,1946.0,735.75,2984.75
Clarke County,geoId/01025,29.0,21895.75,36347.5,30296.5,47437.0,24238.75,25167.75,19898.75,10290.5,12912.75,12283.0,11247.75
Clarke County,geoId/13059,29.0,21895.75,36347.5,30296.5,47437.0,24238.75,25167.75,19898.75,10290.5,12912.75,12283.0,11247.75
Clarke County,geoId/19039,29.0,21895.75,36347.5,30296.5,47437.0,24238.75,25167.75,19898.75,10290.5,12912.75,12283.0,11247.75
Clarke County,geoId/28023,29.0,21895.75,36347.5,30296.5,47437.0,24238.75,25167.75,19898.75,10290.5,12912.75,12283.0,11247.75
Clarke County,geoId/51043,29.0,21895.75,36347.5,30296.5,47437.0,24238.75,25167.75,19898.75,10290.5,12912.75,12283.0,11247.75
Coffee County,geoId/01031,2017.5,56892.6044,54754.716825,43789.75,41586.75,39464.0,37508.25,35628.25,33979.5,32213.75,30597.75,29139.25
Coffee County,geoId/13069,2017.5,56892.6044,54754.716825,43789.75,41586.75,39464.0,37508.25,35628.25,33979.5,32213.75,30597.75,29139.25
Coffee County,geoId/47031,2017.5,56892.6044,54754.716825,43789.75,41586.75,39464.0,37508.25,35628.25,33979.5,32213.75,30597.75,29139.25
Colbert County,geoId/01033,1809.25,3845.75,1815.75,1510.75,12547.0,9454.6,2881.825,232.35,237.625,237.55,228.125,213.55
Coosa County,geoId/01037,38.75,3084.5,1277.5,1803.75,4424.75,7587.5,3900.25,2269.5,2301.75,5222.25,5491.0,4401.75
Covington County,geoId/01039,0.0,2086.5,4058.25,5992.75,9417.25,9978.0,0.0,0.0,0.0,0.0,0.0,0.0
Covington County,geoId/28031,0.0,2086.5,4058.25,5992.75,9417.25,9978.0,0.0,0.0,0.0,0.0,0.0,0.0
Cullman County,geoId/01043,38.0,37.0,47560.25,50939.25,52315.5,53331.75,55510.75,56863.75,87282.25,95483.5,75782.75,81249.25
Dallas County,geoId/01047,1034463.937375,2835918.5204,3210260.625725,2804128.0,2921657.5,3682866.5,6584304.0,6821580.0,6861924.25,6463302.0,6177076.75,5454937.75
Dallas County,geoId/05039,1034463.937375,2835918.5204,3210260.625725,2804128.0,2921657.5,3682866.5,6584304.0,6821580.0,6861924.25,6463302.0,6177076.75,5454937.75
Dallas County,geoId/19049,1034463.937375,2835918.5204,3210260.625725,2804128.0,2921657.5,3682866.5,6584304.0,6821580.0,6861924.25,6463302.0,6177076.75,5454937.75
Dallas County,geoId/29059,1034463.937375,2835918.5204,3210260.625725,2804128.0,2921657.5,3682866.5,6584304.0,6821580.0,6861924.25,6463302.0,6177076.75,5454937.75
Dallas County,geoId/48113,1034463.937375,2835918.5204,3210260.625725,2804128.0,2921657.5,3682866.5,6584304.0,6821580.0,6861924.25,6463302.0,6177076.75,5454937.75
DeKalb County,geoId/01049,0.0,31201.25,137432.25,113115.0,99654.0,65675.0,66775.0,67025.0,17268.5,16750.0,16925.0,17100.0
DeKalb County,geoId/13089,0.0,31201.25,137432.25,113115.0,99654.0,65675.0,66775.0,67025.0,17268.5,16750.0,16925.0,17100.0
DeKalb County,geoId/17037,0.0,31201.25,137432.25,113115.0,99654.0,65675.0,66775.0,67025.0,17268.5,16750.0,16925.0,17100.0
DeKalb County,geoId/18033,0.0,31201.25,137432.25,113115.0,99654.0,65675.0,66775.0,67025.0,17268.5,16750.0,16925.0,17100.0
DeKalb County,geoId/29063,0.0,31201.25,137432.25,113115.0,99654.0,65675.0,66775.0,67025.0,17268.5,16750.0,16925.0,17100.0
DeKalb County,geoId/47041,0.0,31201.25,137432.25,113115.0,99654.0,65675.0,66775.0,67025.0,17268.5,16750.0,16925.0,17100.0
Elmore County,geoId/01051,41.25,33597.5,36788.0,40821.25,43814.75,47752.75,50568.5,52888.75,62227.0,59312.75,49355.5,230.75
Elmore County,geoId/16039,41.25,33597.5,36788.0,40821.25,43814.75,47752.75,50568.5,52888.75,62227.0,59312.75,49355.5,230.75
Escambia County,geoId/01053,270720.25,257418.0,397744.25,298255.25,263505.75,258478.5,296543.0,235144.5,258603.75,260938.75,231418.25,239000.75
Escambia County,geoId/12033,270720.25,257418.0,397744.25,298255.25,263505.75,258478.5,296543.0,235144.5,258603.75,260938.75,231418.25,239000.75
Etowah County,geoId/01055,1011.75,4698.5,10032.5,8474.75,9700.0,252.75,69.0,82.75,83.5,74.5,23.75,4.0
Fayette County,geoId/01057,2615.5,2757.0,2765.75,2794.5,2703.25,2394.5,2410.5,2458.0,2486.5,2378.75,2196.75,2507.75
Fayette County,geoId/13113,2615.5,2757.0,2765.75,2794.5,2703.25,2394.5,2410.5,2458.0,2486.5,2378.75,2196.75,2507.75
Fayette County,geoId/17051,2615.5,2757.0,2765.75,2794.5,2703.25,2394.5,2410.5,2458.0,2486.5,2378.75,2196.75,2507.75
Fayette County,geoId/18041,2615.5,2757.0,2765.75,2794.5,2703.25,2394.5,2410.5,2458.0,2486.5,2378.75,2196.75,2507.75
Fayette County,geoId/19065,2615.5,2757.0,2765.75,2794.5,2703.25,2394.5,2410.5,2458.0,2486.5,2378.75,2196.75,2507.75
Fayette County,geoId/21067,2615.5,2757.0,2765.75,2794.5,2703.25,2394.5,2410.5,2458.0,2486.5,2378.75,2196.75,2507.75
Fayette County,geoId/39047,2615.5,2757.0,2765.75,2794.5,2703.25,2394.5,2410.5,2458.0,2486.5,2378.75,2196.75,2507.75
Fayette County,geoId/42051,2615.5,2757.0,2765.75,2794.5,2703.25,2394.5,2410.5,2458.0,2486.5,2378.75,2196.75,2507.75
Fayette County,geoId/47047,2615.5,2757.0,2765.75,2794.5,2703.25,2394.5,2410.5,2458.0,2486.5,2378.75,2196.75,2507.75
Fayette County,geoId/48149,2615.5,2757.0,2765.75,2794.5,2703.25,2394.5,2410.5,2458.0,2486.5,2378.75,2196.75,2507.75
Fayette County,geoId/54019,2615.5,2757.0,2765.75,2794.5,2703.25,2394.5,2410.5,2458.0,2486.5,2378.75,2196.75,2507.75
Hale County,geoId/01065,28.5,58285.0,28650.25,5593.25,91.5,106.25,93.5,100.75,262.5,398.75,254.75,186.5
Hale County,geoId/48189,28.5,58285.0,28650.25,5593.25,91.5,106.25,93.5,100.75,262.5,398.75,254.75,186.5
Jefferson County,geoId/01073,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/05069,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/08059,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/12065,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/13163,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/16051,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/17081,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/18077,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/19101,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/20087,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/21111,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/28063,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/29099,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/30043,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/31095,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/36045,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/39081,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/40067,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/41031,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/42065,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/47089,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/48245,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/53031,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/54037,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Jefferson County,geoId/55055,95856.975625,82159.272475,73393.32585,44039.0,50249.0,46515.25,42813.0,34166.0,30663.0,25977.5,21839.75,34474.0
Lamar County,geoId/01075,85961.0581,90377.4,83526.2134,88834.25,105139.5,108733.0,111008.5,118044.5,135155.5,112804.5,109098.5,108859.75
Lamar County,geoId/13171,85961.0581,90377.4,83526.2134,88834.25,105139.5,108733.0,111008.5,118044.5,135155.5,112804.5,109098.5,108859.75
Lamar County,geoId/28073,85961.0581,90377.4,83526.2134,88834.25,105139.5,108733.0,111008.5,118044.5,135155.5,112804.5,109098.5,108859.75
Lamar County,geoId/48277,85961.0581,90377.4,83526.2134,88834.25,105139.5,108733.0,111008.5,118044.5,135155.5,112804.5,109098.5,108859.75
Lauderdale County,geoId/01077,81677.8286,75753.05,31368.79255,48604.25,33556.0,33677.75,33438.25,38286.25,36919.25,42419.5,51750.25,17952.25
Lauderdale County,geoId/28075,81677.8286,75753.05,31368.79255,48604.25,33556.0,33677.75,33438.25,38286.25,36919.25,42419.5,51750.25,17952.25
Lauderdale County,geoId/47097,81677.8286,75753.05,31368.79255,48604.25,33556.0,33677.75,33438.25,38286.25,36919.25,42419.5,51750.25,17952.25
Lee County,geoId/01081,0.0,86211.25,86890.75,85338.5,97846.75,134076.0,97759.0,73816.25,48153.75,0.0,0.0,0.0
Lee County,geoId/05077,0.0,86211.25,86890.75,85338.5,97846.75,134076.0,97759.0,73816.25,48153.75,0.0,0.0,0.0
Lee County,geoId/12071,0.0,86211.25,86890.75,85338.5,97846.75,134076.0,97759.0,73816.25,48153.75,0.0,0.0,0.0
Lee County,geoId/13177,0.0,86211.25,86890.75,85338.5,97846.75,134076.0,97759.0,73816.25,48153.75,0.0,0.0,0.0
Lee County,geoId/17103,0.0,86211.25,86890.75,85338.5,97846.75,134076.0,97759.0,73816.25,48153.75,0.0,0.0,0.0
Lee County,geoId/19111,0.0,86211.25,86890.75,85338.5,97846.75,134076.0,97759.0,73816.25,48153.75,0.0,0.0,0.0
Lee County,geoId/21129,0.0,86211.25,86890.75,85338.5,97846.75,134076.0,97759.0,73816.25,48153.75,0.0,0.0,0.0
Lee County,geoId/28081,0.0,86211.25,86890.75,85338.5,97846.75,134076.0,97759.0,73816.25,48153.75,0.0,0.0,0.0
Lee County,geoId/37105,0.0,86211.25,86890.75,85338.5,97846.75,134076.0,97759.0,73816.25,48153.75,0.0,0.0,0.0
Lee County,geoId/45061,0.0,86211.25,86890.75,85338.5,97846.75,134076.0,97759.0,73816.25,48153.75,0.0,0.0,0.0
Lee County,geoId/48287,0.0,86211.25,86890.75,85338.5,97846.75,134076.0,97759.0,73816.25,48153.75,0.0,0.0,0.0
Lee County,geoId/51105,0.0,86211.25,86890.75,85338.5,97846.75,134076.0,97759.0,73816.25,48153.75,0.0,0.0,0.0
Lowndes County,geoId/01085,13755.5,76489.0,35621.25,29659.25,37305.975,38135.375,32550.275,39276.175,31287.775,36901.45,42205.0,31700.55
Lowndes County,geoId/13185,13755.5,76489.0,35621.25,29659.25,37305.975,38135.375,32550.275,39276.175,31287.775,36901.45,42205.0,31700.55
Lowndes County,geoId/28087,13755.5,76489.0,35621.25,29659.25,37305.975,38135.375,32550.275,39276.175,31287.775,36901.45,42205.0,31700.55
Madison County,geoId/01089,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/05087,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/12079,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/13195,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/16065,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/17119,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/18095,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/19121,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/21151,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/28089,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/29123,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/30057,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/31119,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/36053,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/37115,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/39097,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/47113,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/48313,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Madison County,geoId/51113,266645.121625,267532.544025,262194.46,189544.0,196039.0,194748.25,123804.25,117119.0,43000.25,42727.75,37429.0,35310.75
Marengo County,geoId/01091,9463.75,93283.25,77662.0,74463.25,68495.25,70665.75,77288.5,58009.0,55195.0,47936.0,44640.75,46876.0
Marion County,geoId/01093,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/05089,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/12083,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/13197,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/17121,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/18097,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/19125,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/20115,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/21155,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/28091,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/29127,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/39101,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/41047,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/45067,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/47115,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/48315,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marion County,geoId/54049,2279.75,3171114.0,3273402.5,3574639.25,3884641.5,4311526.75,3960345.0,3713683.0,3144315.25,2467625.75,2016846.25,2078803.5
Marshall County,geoId/01095,32550.75,2799591.25,3159129.0,2911789.25,2637594.5,3155233.5,2875105.0,2831123.25,2584069.5,2689846.75,2664652.25,2816292.75
Marshall County,geoId/17123,32550.75,2799591.25,3159129.0,2911789.25,2637594.5,3155233.5,2875105.0,2831123.25,2584069.5,2689846.75,2664652.25,2816292.75
Marshall County,geoId/18099,32550.75,2799591.25,3159129.0,2911789.25,2637594.5,3155233.5,2875105.0,2831123.25,2584069.5,2689846.75,2664652.25,2816292.75
Marshall County,geoId/19127,32550.75,2799591.25,3159129.0,2911789.25,2637594.5,3155233.5,2875105.0,2831123.25,2584069.5,2689846.75,2664652.25,2816292.75
Marshall County,geoId/20117,32550.75,2799591.25,3159129.0,2911789.25,2637594.5,3155233.5,2875105.0,2831123.25,2584069.5,2689846.75,2664652.25,2816292.75
Marshall County,geoId/21157,32550.75,2799591.25,3159129.0,2911789.25,2637594.5,3155233.5,2875105.0,2831123.25,2584069.5,2689846.75,2664652.25,2816292.75
Marshall County,geoId/27089,32550.75,2799591.25,3159129.0,2911789.25,2637594.5,3155233.5,2875105.0,2831123.25,2584069.5,2689846.75,2664652.25,2816292.75
Marshall County,geoId/28093,32550.75,2799591.25,3159129.0,2911789.25,2637594.5,3155233.5,2875105.0,2831123.25,2584069.5,2689846.75,2664652.25,2816292.75
Marshall County,geoId/40095,32550.75,2799591.25,3159129.0,2911789.25,2637594.5,3155233.5,2875105.0,2831123.25,2584069.5,2689846.75,2664652.25,2816292.75
Marshall County,geoId/46091,32550.75,2799591.25,3159129.0,2911789.25,2637594.5,3155233.5,2875105.0,2831123.25,2584069.5,2689846.75,2664652.25,2816292.75
Marshall County,geoId/47117,32550.75,2799591.25,3159129.0,2911789.25,2637594.5,3155233.5,2875105.0,2831123.25,2584069.5,2689846.75,2664652.25,2816292.75
Marshall County,geoId/54051,32550.75,2799591.25,3159129.0,2911789.25,2637594.5,3155233.5,2875105.0,2831123.25,2584069.5,2689846.75,2664652.25,2816292.75
Mobile County,geoId/01097,71152.251175,189369.6,188187.589275,174252.675,179579.175,162766.6825,145128.125,140680.475,158432.675,120082.675,134284.8,108490.0
Monroe County,geoId/01099,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/05095,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/12087,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/13207,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/17133,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/18105,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/19135,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/21171,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/26115,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/28095,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/29137,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/36055,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/39111,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/42089,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/47123,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/54063,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Monroe County,geoId/55081,57.5,52.75,62.5,35.25,27.25,28.75,27.75,30.0,30.25,33.0,32.25,32.5
Montgomery County,geoId/01101,13526.75,16009.25,14230.75,16445.25,9317.5,13.75,14.0,14.25,15.0,13.75,15.0,14.25
Montgomery County,geoId/05097,13526.75,16009.25,14230.75,16445.25,9317.5,13.75,14.0,14.25,15.0,13.75,15.0,14.25
Montgomery County,geoId/13209,13526.75,16009.25,14230.75,16445.25,9317.5,13.75,14.0,14.25,15.0,13.75,15.0,14.25
Montgomery County,geoId/17135,13526.75,16009.25,14230.75,16445.25,9317.5,13.75,14.0,14.25,15.0,13.75,15.0,14.25
Montgomery County,geoId/18107,13526.75,16009.25,14230.75,16445.25,9317.5,13.75,14.0,14.25,15.0,13.75,15.0,14.25
Montgomery County,geoId/19137,13526.75,16009.25,14230.75,16445.25,9317.5,13.75,14.0,14.25,15.0,13.75,15.0,14.25
Montgomery County,geoId/20125,13526.75,16009.25,14230.75,16445.25,9317.5,13.75,14.0,14.25,15.0,13.75,15.0,14.25
Montgomery County,geoId/21173,13526.75,16009.25,14230.75,16445.25,9317.5,13.75,14.0,14.25,15.0,13.75,15.0,14.25
